code,nl
"function motionVoting ( uint motionID ) public view returns ( bool ) { return motionStartTime [ motionID ] < now && now < motionStartTime [ motionID ] + votingPeriod ; }
","There is a motion in progress on the specified account , and votes are being accepted in that motion .
"
"function allocateTokens ( address _receiver , bytes16 _customerUuid , uint256 _weiAmount ) whenNotPaused canAllocateTokens public { allocateInternal ( _receiver , _customerUuid , _weiAmount ) ; }
","Allocate tokens to specified address .
"
"function tokenURI ( uint256 _tokenId ) external view returns ( string ret ) { string memory tokenIdAsString = uintToString ( uint ( _tokenId ) ) ; ret = string ( abi . encodePacked ( _tokenURI , tokenIdAsString , ""/"" ) ) ; }
","A distinct Uniform Resource Identifier ( URI ) for a given asset .
"
"function purchase ( uint256 _nftId ) external payable mustBeValidToken ( _nftId ) mustBeOwnedByThisContract ( _nftId ) { require ( msg . value == SALE_PRICE ) ; _transfer ( _nftId , msg . sender ) ; }
","The price is always 0.5 ether , and you can buy any available square Be sure you are calling this from a regular account ( not a smart contract ) or if you are calling from a smart contract , make sure it can use ERC-721 non-fungible tokens
"
"function send ( address _to , uint256 _amount , bytes _data ) public { doSend ( msg . sender , msg . sender , _to , _amount , _data , """" , true ) ; }
","Send ` _amount ` of tokens to address ` _to ` passing ` _data ` to the recipient
"
"function purchase ( ) public payable { __purchase_impl ( msg . sender , msg . value ) ; }
","Token purchase function .
"
"function batchTransferFrom ( uint256 [ ] _tokenIds , address _from , address _to ) public { require ( isBatchSupported ) ; require ( _tokenIds . length > 0 && _from != address ( 0 ) && _to != address ( 0 ) ) ; uint256 _id ; for ( uint256 i = 0 ; i < _tokenIds . length ; ++ i ) { require ( _tokenIds [ i ] != 0 ) ; _id = _tokenIds [ i ] ; transferFrom ( _from , _to , _id ) ; } }
","Batch TransferFrom with the same to & from address
"
"function transfer ( address to , uint value , bytes data ) public optionalProxy returns ( bool ) { require ( value <= transferableSynthetix ( messageSender ) , ""Insufficient balance"" ) ; _transfer_byProxy ( messageSender , to , value , data ) ; return true ; }
","ERC223 transfer function .
"
"function transfer ( address _to , uint256 _identifier ) external whenNotPaused { require ( _owns ( msg . sender , _identifier ) ) ; _transfer ( msg . sender , _to , _identifier ) ; }
","Transfer a deed to another address .
"
"function totalSupplyOf ( uint256 _productId ) public view returns ( uint256 ) { return products [ _productId ] . supply ; }
","The total supply of a product
"
"function approve ( address _to , uint256 _tokenId ) public { require ( _owns ( msg . sender , _tokenId ) ) ; memeIndexToApproved [ _tokenId ] = _to ; Approval ( msg . sender , _to , _tokenId ) ; }
","Grant another address the right to transfer token via takeOwnership ( ) and transferFrom ( ) .
"
"function balanceOf ( address _owner ) constant returns ( uint256 balance ) ;
","Get the account balance of another account with address _owner
"
"function pickUniquePacks ( uint [ ] assetIds ) public view returns ( uint [ ] ) { require ( assetIds . length > 0 ) ; uint [ ] memory packs = new uint [ ] ( assetIds . length ) ; uint packsCount = 0 ; for ( uint i = 0 ; i < assetIds . length ; i ++ ) { Asset memory asset = assets [ assetIds [ i ] ] ; bool exists = false ; for ( uint j = 0 ; j < packsCount ; j ++ ) { if ( asset . packId == packs [ j ] ) { exists = true ; } } if ( ! exists ) { packs [ packsCount ] = asset . packId ; packsCount ++ ; } } uint [ ] memory finalPacks = new uint [ ] ( packsCount ) ; for ( i = 0 ; i < packsCount ; i ++ ) { finalPacks [ i ] = packs [ i ] ; } return finalPacks ; }
","method that gets all unique packs from array of assets
"
"function destroy ( address [ ] tokens ) onlyOwner public { require ( now > unlockTime || ( contributorCount ( ) == 0 && paused ) ) ; super . destroy ( tokens ) ; }
","Shuts down the contract
"
"function init ( ChronoBankPlatform _chronoBankPlatform , string _symbol , string _name ) public returns ( bool ) { if ( address ( chronoBankPlatform ) != 0x0 ) { return false ; } chronoBankPlatform = _chronoBankPlatform ; symbol = _symbol ; smbl = stringToBytes32 ( _symbol ) ; name = _name ; return true ; }
","Sets platform address , assigns symbol and name .
"
"function finalize ( ) public onlyController { assert ( token . totalSupply ( ) >= distributionCap ( ) ) ; doMint ( reserveWallet , totalReserve ) ; finalizedBlock = getBlockNumber ( ) ; token . finalize ( ) ; token . changeController ( controller ) ; Finalized ( ) ; }
","This method can be called the distribution cap is reached only
"
"function approveAndCall ( address _spender , uint256 _value , bytes _extraData ) returns ( bool success ) { testmonedarecipiente spender = testmonedarecipiente ( _spender ) ; if ( approve ( _spender , _value ) ) { spender . receiveApproval ( msg . sender , _value , this , _extraData ) ; return true ; } }
","Allows ` _spender ` to spend no more than ` _value ` tokens in your behalf , and then ping the contract about it
"
"function setMaxSecurityGuardDelay ( uint _maxSecurityGuardDelay ) onlyOwner external { maxSecurityGuardDelay = _maxSecurityGuardDelay ; }
","` onlyOwner ` Changes the maximum number of seconds ` securityGuard ` can delay a payment
"
"function purchase ( uint256 _tokenId ) external payable whenNotPaused { require ( ethernautsStorage . hasAnyAttrs ( _tokenId , ATTR_GOLDENGOOSE ) ) ; address oldOwner = ethernautsStorage . ownerOf ( _tokenId ) ; address newOwner = msg . sender ; uint256 sellingPrice = ethernautsStorage . priceOf ( _tokenId ) ; require ( oldOwner != newOwner ) ; require ( newOwner != address ( 0 ) ) ; require ( msg . value >= sellingPrice ) ; uint256 payment = uint256 ( SafeMath . div ( SafeMath . mul ( sellingPrice , percentageFee1Step ) , 100 ) ) ; uint256 purchaseExcess = SafeMath . sub ( msg . value , sellingPrice ) ; uint256 newPrice = sellingPrice ; if ( sellingPrice < firstStepLimit ) { newPrice = SafeMath . div ( SafeMath . mul ( sellingPrice , percentage1Step ) , percentageBase ) ; } else if ( sellingPrice < secondStepLimit ) { payment = uint256 ( SafeMath . div ( SafeMath . mul ( sellingPrice , percentageFee2Step ) , 100 ) ) ; newPrice = SafeMath . div ( SafeMath . mul ( sellingPrice , percentage2Step ) , percentageBase ) ; } else { payment = uint256 ( SafeMath . div ( SafeMath . mul ( sellingPrice , percentageFeeSteps ) , 100 ) ) ; newPrice = SafeMath . div ( SafeMath . mul ( sellingPrice , percentageSteps ) , percentageBase ) ; } if ( oldOwner != address ( this ) ) { oldOwner . transfer ( payment ) ; } ethernautsStorage . transfer ( oldOwner , newOwner , _tokenId ) ; ethernautsStorage . setPrice ( _tokenId , newPrice ) ; Purchase ( _tokenId , sellingPrice , newPrice , oldOwner , newOwner ) ; msg . sender . transfer ( purchaseExcess ) ; }
","Allows someone buy obtain an GoldenGoose asset token
"
"function setTransfersEnabled ( bool enable ) onlyOwner public { transfersEnabled = enable ; }
","Use for disable transfers before exchange to main BOB tokens
"
"function getInfo ( string _zitetag ) external view returns ( string ) { bytes32 hash = keccak256 ( abi . encodePacked ( 'zitetag.' , _zitetag ) ) ; string memory info = zer0netDb . getString ( hash ) ; return ( info ) ; }
","Retrieves the registration info for the given zitetag .
"
"function verifyModule ( address _moduleFactory , bool _verified ) external onlyOwner returns ( bool ) { require ( registry [ _moduleFactory ] != 0 , ""Module factory should have been already registered"" ) ; verified [ _moduleFactory ] = _verified ; emit LogModuleVerified ( _moduleFactory , _verified ) ; return true ; }
","( The only exception to this is that the author of the module is the owner of the ST )
"
"function updateContract ( string _contractName , address _newAddress ) external ;
","Update an existing contract ( changing the address )
"
"function create ( ) payable external { if ( getState ( ) != State . Funding ) throw ; if ( msg . value == 0 ) throw ; uint256 createdTokens = safeMul ( msg . value , tokensPerEther ) ; totalSupply = safeAdd ( totalSupply , createdTokens ) ; if ( totalSupply > tokenCreationMax ) throw ; balances [ msg . sender ] = safeAdd ( balances [ msg . sender ] , createdTokens ) ; Transfer ( 0 , msg . sender , createdTokens ) ; }
","Create tokens when funding is active .
"
"function roundMoneyUpToWholeFinney ( uint _valueWei ) constant internal returns ( uint valueFinney ) { return ( 1 finney + _valueWei - 1 wei ) / 1 finney ; }
","Convert ` _valueWei ` into a whole number of finney .
"
"function approveSynthesizing ( address _address , uint256 _yangId ) external whenNotPaused { require ( _owns ( msg . sender , _yangId ) ) ; synthesizeAllowedToAddress [ _yangId ] = _address ; }
","Grants approval to another user to synthesize with one of your Kydys .
"
"function moveTokens ( address _to , bytes16 _uuid , uint256 _tokensCount ) onlyAllowedAddresses whenNotPaused external { rntTokenVault . moveTokensToAddress ( _uuid , _to , _tokensCount ) ; }
","Function for transfering tokens from account to specified address .
"
"function setLiquidPledging ( address _newLiquidPledging ) public onlyOwner { require ( address ( liquidPledging ) == 0x0 ) ; liquidPledging = LiquidPledging ( _newLiquidPledging ) ; }
","` onlyOwner ` used to attach a specific liquidPledging instance to this LPvault ; keep in mind that once a liquidPledging contract is attached it can not be undone , this vault will be forever connected
"
"function unpause ( ) public onlyManager { paused = false ; }
","This is public rather than external so it can be called by derived contracts .
"
"function getContentHash ( bytes32 question_id ) public view returns ( bytes32 ) { }
","Returns the questions 's content hash , identifying the question content
"
"function unlock ( ) external onlyOwner vaultLocked { require ( unlockedAt == 0 , ""Must not be unlocked yet"" ) ; require ( block . timestamp >= lockedAt . add ( vestingPeriod ) , ""Lock up must be over"" ) ; unlockedAt = block . timestamp ; emit Unlocked ( ) ; }
","Unlock the vault , allowing the tokens to be distributed to their beneficiaries .
"
"function getModulesByTypeAndToken ( uint8 _moduleType , address _securityToken ) external view returns ( address [ ] ) ;
","Returns the list of available Module factory addresses of a particular type for a given token .
"
"function getMinerBlock ( ) public constant returns ( uint256 ) { return getBlockOf ( msg . sender ) ; }
","Return the block in which the miner is
"
"function claimTokensByMerkleProof ( bytes32 [ ] _proof , bytes32 _operationId , uint _position , uint _amount ) external whenNotPaused returns ( uint ) { bytes32 leaf = _calculateMerkleLeaf ( _operationId , _position , msg . sender , _amount ) ; require ( completedAirdrops [ _operationId ] == false , ""AIRDROP_ALREADY_CLAIMED"" ) ; require ( checkMerkleProof ( merkleRoot , _proof , _position , leaf ) , ""AIRDROP_INVALID_PROOF"" ) ; require ( token . transfer ( msg . sender , _amount ) , ""AIRDROP_TRANSFER_FAILURE"" ) ; completedAirdrops [ _operationId ] = true ; emit LogAirdropClaimed ( msg . sender , _operationId , _amount ) ; return OK ; }
","Claim tokens held by airdrop contract based on proof provided by sender ` msg.sender ` based on position ` _position ` in airdrop list .
"
"function transferExternalToken ( address _kAddr , address _to , uint _amount ) public returns ( bool ) ;
","Salvage ` _amount ` tokens at ` _kaddr ` and send them to ` _to `
"
"function addNewAirdrop ( uint _tokenAmount , string _name , uint _countDown , address _smartContract ) public minEth payable { Token t = Token ( _smartContract ) ; if ( t . balanceOf ( this ) >= _tokenAmount ) { uint lastIndex = airdrops . length ++ ; Airdrop storage airdrop = airdrops [ lastIndex ] ; airdrop . id = idCounter ; airdrop . tokenAmount = _tokenAmount ; airdrop . name = _name ; airdrop . countDown = _countDown ; airdrop . distributor = msg . sender ; airdrop . tokenSC = Token ( _smartContract ) ; airdrop . uniqueAirdrop [ msg . sender ] = _smartContract ; idCounter = airdrop . id + 1 ; } else revert ( 'Air Drop not added, Please make sure you send your ERC20 tokens to the smart contract before adding new airdrop' ) ; }
","Adds a new airdrop to the smart contract and starts the count down until it is distributed
"
"function getApplicationAddress ( ) external view returns ( address ) { return currentApplicationEntityAddress ; }
","Get current ApplicationEntity Contract address
"
"function getSale ( uint256 _tokenId ) external view returns ( address seller , uint256 startingPrice , uint256 endingPrice , uint256 duration , uint256 startedAt , uint256 [ 9 ] tokenIds ) { Sale memory sale = tokenIdToSale [ _tokenId ] ; require ( _isOnSale ( sale ) ) ; return ( sale . seller , sale . startingPrice , sale . endingPrice , sale . duration , sale . startedAt , sale . tokenIds ) ; }
","Fetches the details related to the Sale
"
"function registerToken ( uint32 _tokenCode , address _tokenAddress , uint8 _tokenDecimals ) public onlyOwner ;
","Allows the owner to register and the details for a token .
"
"function getListingContractAddress ( ) external view returns ( address ) { return currentApp . ListingContractEntity ( ) ; }
","Get current Listing Contract address
"
"function transferFrom ( address _from , address _to , uint256 _value ) public returns ( bool ) { return transferFromWithData ( _from , _to , _value , """" ) ; }
","Overloaded version of the transferFrom function
"
"function initialize ( address _snt , address _sntController , uint256 _startBlock , uint256 _endBlock , address _dynamicCeiling , address _destEthDevs , address _destTokensReserve , address _destTokensSgt , address _destTokensDevs , address _sgt , uint256 _maxSGTSupply ) public onlyOwner { require ( address ( SNT ) == 0x0 ) ; SNT = MiniMeToken ( _snt ) ; require ( SNT . totalSupply ( ) == 0 ) ; require ( SNT . controller ( ) == address ( this ) ) ; require ( SNT . decimals ( ) == 18 ) ; require ( _sntController != 0x0 ) ; sntController = _sntController ; require ( _startBlock >= getBlockNumber ( ) ) ; require ( _startBlock < _endBlock ) ; startBlock = _startBlock ; endBlock = _endBlock ; require ( _dynamicCeiling != 0x0 ) ; dynamicCeiling = DynamicCeiling ( _dynamicCeiling ) ; require ( _destEthDevs != 0x0 ) ; destEthDevs = _destEthDevs ; require ( _destTokensReserve != 0x0 ) ; destTokensReserve = _destTokensReserve ; require ( _destTokensSgt != 0x0 ) ; destTokensSgt = _destTokensSgt ; require ( _destTokensDevs != 0x0 ) ; destTokensDevs = _destTokensDevs ; require ( _sgt != 0x0 ) ; SGT = MiniMeToken ( _sgt ) ; require ( _maxSGTSupply >= MiniMeToken ( SGT ) . totalSupply ( ) ) ; maxSGTSupply = _maxSGTSupply ; }
","This method should be called by the owner before the contribution period starts This initializes most of the parameters
"
